"x","y","sim1","sim2","sim3","sim4","sim5","sim6","sim7","sim8","sim9","sim10","sim11","sim12","sim13","sim14","sim15","sim16","sim17","sim18","sim19","sim20","sim21","sim22","sim23","sim24","sim25","sim26","sim27","sim28","sim29","sim30","sim31","sim32","sim33","sim34","sim35","sim36","sim37","sim38","sim39","sim40","sim41","sim42","sim43","sim44","sim45","sim46","sim47","sim48","sim49","sim50","sim51","sim52","sim53","sim54","sim55","sim56","sim57","sim58","sim59","sim60","sim61","sim62","sim63","sim64","sim65","sim66","sim67","sim68","sim69","sim70","sim71","sim72","sim73","sim74","sim75","sim76","sim77","sim78","sim79","sim80","sim81","sim82","sim83","sim84","sim85","sim86","sim87","sim88","sim89","sim90","sim91","sim92","sim93","sim94","sim95","sim96","sim97","sim98","sim99","sim100"
48.5789473684213,1420.73684210526,2.28273820877075,2.3815016746521,1.77919864654541,3.24702262878418,2.7046377658844,1.7844455242157,1.89071547985077,1.65960466861725,1.88175690174103,2.07018899917603,2.89340400695801,3.12867045402527,3.04166913032532,2.46835803985596,2.49688196182251,2.12888407707214,3.29764008522034,2.36361002922058,2.6540539264679,2.74830651283264,2.21292543411255,1.95965313911438,2.60944366455078,2.35318279266357,1.86736106872559,3.12414574623108,2.15832662582397,2.53741478919983,1.98083567619324,2.30375337600708,2.22028684616089,3.30092477798462,2.16047263145447,2.33676695823669,2.69018650054932,2.64976000785828,2.92197012901306,2.12094783782959,2.2160108089447,2.84573101997375,1.58056366443634,2.14629721641541,1.38239300251007,1.84638106822968,2.28526568412781,2.55374550819397,2.14865159988403,1.53013026714325,1.52695739269257,1.9964781999588,2.23442101478577,2.29163527488708,1.85097765922546,1.88746392726898,1.87801945209503,2.71760177612305,1.54449379444122,2.63423919677734,2.73585081100464,2.74635243415833,2.91778659820557,2.08111953735352,2.07689380645752,2.90954947471619,2.3691201210022,2.6851167678833,2.79187154769897,2.33867192268372,1.79303979873657,1.71977829933167,2.50533723831177,2.19759273529053,1.25676047801971,2.94307732582092,2.25120496749878,2.68120145797729,2.46022248268127,2.84954929351807,1.80223321914673,2.26112818717957,2.73243021965027,0.907412767410278,2.31051301956177,1.85729372501373,1.61001706123352,2.32251167297363,2.18746066093445,1.93494474887848,2.00984406471252,2.37665820121765,2.43926382064819,2.26516914367676,1.43952572345734,3.04853200912476,3.00457143783569,1.93419933319092,2.50459003448486,2.0860435962677,2.80922365188599,2.08796358108521
148.578947368421,1420.73684210526,2.8091459274292,3.45755863189697,2.63026809692383,3.16065287590027,3.2320671081543,1.27412736415863,2.59438180923462,2.47861218452454,2.34718680381775,2.27380752563477,2.78467106819153,3.45927023887634,2.24403595924377,2.50896906852722,2.94905352592468,2.9972448348999,2.05528092384338,2.33315110206604,3.170902967453,3.16136789321899,2.25291395187378,2.84382629394531,3.1002345085144,3.12849402427673,1.89617121219635,2.19024920463562,2.61648297309875,3.53434324264526,2.22751641273499,1.89367043972015,2.02720832824707,2.64096784591675,3.30072498321533,2.2832658290863,2.86988759040833,2.38914513587952,1.93452250957489,2.3874523639679,1.96046435832977,2.09191679954529,2.55671739578247,2.81202578544617,2.15074610710144,2.62645673751831,2.14486408233643,3.06377696990967,1.84494864940643,2.17485475540161,1.56872451305389,2.42123460769653,3.01159906387329,1.74325966835022,2.50538444519043,3.05085682868958,2.47972750663757,3.04942655563354,2.48662495613098,2.27482962608337,2.7845983505249,3.3157970905304,1.99982714653015,2.87599682807922,2.24540305137634,2.96374225616455,2.37970161437988,2.63091778755188,2.52822303771973,2.52730250358582,1.86277163028717,3.14335942268372,2.02251839637756,2.94631099700928,1.90001225471497,2.5919508934021,3.46738958358765,2.17222809791565,3.77365136146545,3.03544569015503,1.28211522102356,3.7865777015686,3.8597047328949,2.84462451934814,2.06288194656372,1.89344549179077,2.25431680679321,2.41180157661438,1.91059625148773,2.73693990707397,1.71075177192688,2.93179154396057,2.8187210559845,2.82748794555664,1.88101172447205,2.78740453720093,2.27666091918945,2.57122468948364,2.26054334640503,2.06876182556152,3.01861929893494,2.91887545585632
248.578947368421,1420.73684210526,2.13624405860901,2.57693552970886,2.01646709442139,3.06389498710632,2.82750201225281,1.95279598236084,2.48796534538269,3.24874138832092,2.06163954734802,3.77388334274292,2.70170617103577,2.37998080253601,1.61774384975433,1.82732737064362,2.04383301734924,3.56690692901611,2.43439507484436,2.79924941062927,2.74992799758911,4.25111770629883,1.81290662288666,3.55997729301453,1.85906624794006,2.52721834182739,2.53396105766296,2.67609739303589,2.84767508506775,3.01157569885254,3.0690643787384,2.57304573059082,2.64747381210327,2.11300325393677,3.44803190231323,3.46869516372681,2.64557504653931,2.38609838485718,1.60578632354736,3.09299182891846,2.68495631217957,2.13600134849548,2.36949706077576,2.84079837799072,2.4400041103363,2.29028391838074,2.71536612510681,3.22907280921936,1.5780268907547,3.23860836029053,2.37726759910583,2.90263628959656,2.66378951072693,2.66560816764832,3.16250491142273,2.47824263572693,1.95089304447174,3.27026677131653,3.31398868560791,1.89483463764191,2.49690532684326,2.98361587524414,2.74439930915833,2.47296929359436,2.32986378669739,2.49255156517029,2.65099120140076,2.33795738220215,2.75945281982422,3.25721955299377,3.29474711418152,3.19983673095703,2.02550983428955,3.47023797035217,2.4888710975647,2.65893816947937,3.20669507980347,2.03212857246399,3.07081055641174,2.8983051776886,1.94463312625885,3.33629250526428,3.44077229499817,3.14787006378174,2.17750883102417,2.35759854316711,2.73381400108337,2.56974482536316,1.78534376621246,1.81839978694916,1.56811916828156,2.07059931755066,3.10652565956116,3.16913151741028,1.93868899345398,2.41471457481384,2.64710783958435,2.68405318260193,1.95372629165649,1.89885497093201,3.11658787727356,2.96255660057068
348.578947368421,1420.73684210526,2.99130177497864,1.98976409435272,2.25270795822144,2.17635345458984,2.59509372711182,1.74407565593719,2.54146790504456,1.72136461734772,1.9271411895752,4.11113357543945,2.92459940910339,2.97070217132568,2.62831592559814,2.01272320747375,2.04927206039429,2.77086663246155,2.45712614059448,3.1181538105011,3.15588736534119,2.81696510314941,2.23784446716309,3.0553343296051,3.32224273681641,3.16893267631531,3.18845772743225,3.42934608459473,3.24959802627563,2.50885462760925,2.89808773994446,2.65670394897461,2.09336352348328,1.43589758872986,3.14616584777832,3.24953484535217,3.27755236625671,3.11791324615479,2.71965360641479,2.78543972969055,3.20646071434021,2.15773415565491,2.8209593296051,3.81260752677917,3.46124148368835,3.86239361763,3.5382776260376,2.45703458786011,2.31155848503113,1.8390566110611,3.31343936920166,2.51889681816101,2.44636344909668,3.16264510154724,1.75622844696045,2.40711069107056,2.39501094818115,2.54164433479309,2.88267922401428,2.8484833240509,2.7825813293457,2.82459735870361,2.61616659164429,3.03500914573669,2.79732489585876,2.64125633239746,2.78496384620667,2.37383961677551,3.17679476737976,2.77650117874146,3.3863000869751,2.80281686782837,3.63261961936951,3.26244759559631,2.28881692886353,3.34237885475159,2.58636736869812,2.32437658309937,3.17330384254456,2.4276864528656,2.91973853111267,3.27154159545898,2.50386023521423,2.06856727600098,2.03260564804077,2.3749577999115,2.7832179069519,2.6882221698761,1.76925039291382,2.16164350509644,2.70698976516724,1.62524247169495,1.77804529666901,3.16423058509827,2.70972347259521,2.31481909751892,3.12833833694458,2.9096622467041,2.96820521354675,2.54991412162781,2.35076689720154,3.32765865325928
448.578947368421,1420.73684210526,3.5250289440155,2.30093097686768,3.12296104431152,2.41149044036865,2.79819226264954,2.23062133789062,3.5366690158844,1.29632616043091,2.45150709152222,3.3349084854126,2.31584286689758,3.24555850028992,2.67696094512939,2.89536237716675,2.16806697845459,1.78221654891968,2.68985843658447,2.91110396385193,3.42788863182068,2.80062818527222,2.97922587394714,3.31362652778625,2.97982478141785,3.27467727661133,2.71040034294128,3.02299737930298,3.22789311408997,2.87255120277405,2.68125915527344,3.18050694465637,2.49014592170715,2.15561747550964,3.37254500389099,3.33934807777405,2.04808592796326,3.20777702331543,2.55610728263855,2.88286757469177,3.06305837631226,2.96783304214478,1.97606444358826,3.57292866706848,2.97692799568176,3.47208905220032,3.50041007995605,2.81050610542297,2.91772603988647,2.54006242752075,3.56449842453003,3.19444823265076,2.39355993270874,3.29753589630127,2.35856032371521,3.0578761100769,2.43401193618774,2.64437127113342,2.71029591560364,2.63208532333374,2.84013891220093,3.46355652809143,3.09580731391907,2.77424144744873,3.11580514907837,3.29254937171936,3.00899052619934,3.65064692497253,3.19796347618103,2.66791200637817,2.72853755950928,2.45860743522644,3.157466173172,3.36633801460266,2.85284543037415,3.28149580955505,2.68465805053711,2.50658631324768,3.29669380187988,2.85585165023804,3.26118612289429,2.6904501914978,2.18882751464844,3.07383918762207,2.94419503211975,3.64921641349792,3.69426536560059,2.82384729385376,2.5263364315033,1.73503279685974,4.10342979431152,1.57749211788177,2.09762501716614,2.89017200469971,3.46781063079834,2.2867157459259,2.51430058479309,1.85335779190063,3.48375344276428,2.9605233669281,3.25249242782593,3.46156191825867
548.578947368421,1420.73684210526,2.89957141876221,3.23762845993042,2.81952095031738,2.83329963684082,3.84089994430542,3.43294548988342,2.74256801605225,2.21399092674255,2.3125376701355,3.60376715660095,3.76741290092468,3.49199318885803,3.62527799606323,3.09189081192017,3.10578107833862,3.43354630470276,2.1384699344635,2.91704487800598,3.14951682090759,2.5547730922699,3.67606711387634,3.01459455490112,3.32478475570679,3.28161716461182,2.85395979881287,2.50636982917786,2.90031147003174,2.92540979385376,2.86399006843567,2.9511706829071,2.53951001167297,2.98773694038391,2.88243627548218,3.89647746086121,2.453040599823,2.52495121955872,3.36400747299194,3.37185072898865,3.24676036834717,2.9814453125,2.55450749397278,2.97777366638184,2.82955741882324,3.75054550170898,3.20485949516296,3.9714994430542,3.92699766159058,4.26386308670044,2.76051139831543,3.35586094856262,4.04347515106201,2.89814138412476,4.17604160308838,2.92235398292542,3.20140266418457,2.28435564041138,2.92815637588501,3.40976238250732,2.09736371040344,3.03412890434265,3.45325875282288,3.2623233795166,2.47320151329041,3.33584570884705,3.39763951301575,3.0229640007019,3.68331289291382,2.78020620346069,4.19300317764282,2.41406559944153,2.90055751800537,2.92254519462585,2.95953249931335,3.65506553649902,2.87261271476746,2.48558187484741,2.68266320228577,3.54368209838867,3.53450083732605,2.99514365196228,2.83099126815796,2.36676430702209,2.84608030319214,3.73827791213989,3.58377456665039,3.1924512386322,2.83173751831055,2.95770573616028,1.51911234855652,2.55131649971008,1.92350947856903,2.96940231323242,3.42152118682861,2.85803985595703,2.81288075447083,3.96561503410339,3.3676643371582,3.0221734046936,2.71291732788086,2.40566897392273
648.578947368421,1420.73684210526,3.2766854763031,3.05808687210083,4.39573526382446,3.99167990684509,3.80831718444824,3.05016183853149,3.51286220550537,2.71887254714966,2.71785497665405,4.02139377593994,3.33325409889221,3.86889100074768,3.4304051399231,2.88856720924377,3.9637348651886,3.15277695655823,3.10926127433777,3.22889161109924,3.04310250282288,2.5171012878418,3.37795829772949,3.08781242370605,3.78134918212891,3.00749158859253,3.25706124305725,3.12741374969482,2.89451503753662,3.5553126335144,2.98122072219849,2.82721972465515,2.33624601364136,3.3042688369751,1.81923425197601,4.36679697036743,2.62631440162659,3.38099122047424,3.72842311859131,4.66269445419312,3.2947084903717,2.0911750793457,3.28309750556946,3.95255565643311,2.79007124900818,4.06936883926392,2.90225481987,3.70658493041992,3.26397895812988,3.56888031959534,2.28312802314758,3.36736965179443,3.06721901893616,2.6648325920105,3.06056928634644,2.93785381317139,3.19243121147156,2.3010790348053,3.73350524902344,3.24340796470642,3.36439108848572,3.06156468391418,3.28137731552124,3.11153411865234,2.54683589935303,3.59379410743713,3.75558304786682,3.6380660533905,3.69882965087891,3.9807596206665,4.52251482009888,3.75167298316956,3.11112761497498,3.46462297439575,2.73264861106873,2.97899866104126,3.10414814949036,3.55137014389038,2.91457152366638,2.84954118728638,3.27609968185425,3.16440796852112,3.03171229362488,3.29050254821777,3.04928112030029,2.48165464401245,4.10110473632812,3.62659692764282,3.80837965011597,2.9946117401123,2.10833930969238,3.6582043170929,2.43697381019592,2.97862958908081,3.93982887268066,3.83610558509827,2.87327122688293,3.19991302490234,3.56817293167114,2.5055558681488,3.11430168151855,1.96448028087616
748.578947368421,1420.73684210526,3.86541438102722,3.0442214012146,4.57004165649414,4.01819849014282,3.63423204421997,3.08396816253662,4.18036222457886,2.64625191688538,2.87595129013062,3.71032023429871,3.10206437110901,4.17531108856201,2.81832599639893,2.74809503555298,4.76716279983521,3.45535016059875,2.55869269371033,3.91662549972534,3.20069432258606,3.7561502456665,3.14702916145325,3.37894773483276,3.65596413612366,2.96279835700989,3.14528107643127,3.46485614776611,2.89638257026672,3.12836098670959,3.27761077880859,3.81212329864502,2.909663438797,3.35995483398438,1.79521536827087,3.35806393623352,3.81979751586914,2.31376767158508,3.36038708686829,4.09937238693237,3.24414968490601,2.29928994178772,3.94009852409363,4.28157234191895,2.51214671134949,4.32990407943726,3.35938739776611,3.57419848442078,3.48101353645325,4.47064065933228,3.34102749824524,4.0635666847229,1.9796450138092,3.14391922950745,3.74244403839111,3.9503321647644,3.30409741401672,2.01542496681213,3.6260039806366,3.41450166702271,3.15417098999023,3.43314623832703,3.84935402870178,2.62922644615173,3.40842580795288,3.69333481788635,3.41902756690979,3.60949802398682,3.16372728347778,4.2037558555603,3.83710622787476,3.39137268066406,2.89506530761719,3.57706713676453,3.14897060394287,3.80998659133911,3.46322703361511,3.55099010467529,2.69499230384827,3.14002442359924,3.95081543922424,3.50772142410278,3.50651907920837,3.51614427566528,4.3836522102356,3.00324630737305,3.83398962020874,3.21394944190979,3.65661334991455,3.72762060165405,4.26187562942505,3.74332118034363,3.16444635391235,2.15732192993164,3.88626980781555,3.64900636672974,2.82075953483582,2.71020841598511,3.06291246414185,2.19835352897644,3.58660984039307,3.05987143516541
848.578947368421,1420.73684210526,4.17726945877075,3.44215679168701,3.57950258255005,4.08950662612915,3.10564422607422,4.07171678543091,4.13035583496094,2.59049320220947,4.13295078277588,3.3438355922699,4.06792020797729,3.41952133178711,3.56541275978088,2.48591828346252,4.32627391815186,3.18221306800842,2.53295636177063,3.16620945930481,4.0191068649292,4.52952289581299,3.29784059524536,3.50879263877869,3.50758218765259,4.16534471511841,4.32341527938843,4.1448712348938,2.94483995437622,3.1735577583313,3.58298587799072,3.91508817672729,3.42382192611694,3.88479566574097,3.13020133972168,3.44235134124756,4.46256637573242,3.55417943000793,3.35119891166687,3.01129007339478,2.65868473052979,3.31079864501953,3.75729465484619,3.78141283988953,3.85512685775757,3.21462726593018,4.06640911102295,3.49487233161926,3.31150031089783,3.92957639694214,3.95110583305359,3.90789318084717,3.02529406547546,2.79045748710632,4.74713897705078,3.67825770378113,3.50557613372803,3.86750984191895,4.35981273651123,3.29222416877747,4.08487796783447,4.0173225402832,3.56495761871338,3.35170483589172,3.26383018493652,4.00426721572876,3.16390347480774,3.30160856246948,3.95343279838562,3.97209000587463,3.31714797019958,3.75825929641724,3.19634914398193,3.47953534126282,4.03300714492798,4.17618989944458,3.61303567886353,3.6096339225769,3.39548063278198,4.01410055160522,4.63046598434448,3.85217428207397,2.41788721084595,4.69426345825195,4.48871612548828,3.03673338890076,4.77026319503784,4.11347341537476,2.58508491516113,3.68593549728394,4.15704488754272,3.77833724021912,3.60006999969482,2.82594323158264,3.9157235622406,4.10047769546509,2.94368624687195,3.19515109062195,4.57492303848267,2.8517370223999,4.7996563911438,3.70045137405396
948.578947368421,1420.73684210526,4.17801952362061,3.50322270393372,4.21003341674805,4.56630706787109,2.69869828224182,3.46981763839722,3.41807556152344,3.27770018577576,4.65158605575562,2.90554165840149,3.18934726715088,3.26527333259583,3.83773064613342,3.77527785301208,4.54820775985718,3.69469523429871,4.02176332473755,3.26923179626465,4.29727220535278,4.63570785522461,4.0068736076355,4.0282940864563,3.90082740783691,3.65758395195007,3.70481562614441,3.81814360618591,3.83446049690247,3.36512780189514,3.2959668636322,4.21277952194214,4.0140962600708,4.58924198150635,3.97540688514709,4.28189468383789,4.03752088546753,3.04811453819275,3.87602829933167,3.21543312072754,3.30126738548279,3.60901212692261,3.38515615463257,3.65903115272522,3.87115883827209,3.40344524383545,4.27092838287354,3.84098339080811,4.33770084381104,3.52502274513245,4.22108364105225,3.98363184928894,5.06150150299072,3.26927471160889,4.08154201507568,3.1812379360199,3.67241239547729,4.77481412887573,4.41512632369995,3.4732494354248,4.4949803352356,4.63650226593018,3.99259614944458,3.88769841194153,3.0506854057312,3.71261048316956,3.84892845153809,4.13062810897827,4.07484769821167,3.95487093925476,3.44357824325562,3.85729050636292,3.87775421142578,3.76930499076843,3.34888863563538,4.68238878250122,4.36827659606934,4.79464101791382,4.32140827178955,3.92416524887085,3.85824942588806,3.31872296333313,2.63778567314148,3.48431897163391,3.16246151924133,3.4855043888092,4.28834962844849,4.19822072982788,3.42612814903259,2.9539806842804,4.35563564300537,3.39814877510071,3.97802734375,3.33322620391846,4.49008989334106,4.27633619308472,3.88358473777771,4.40216159820557,4.60466337203979,4.24599313735962,4.65523147583008,3.30474138259888
